event_date,event_type,scope,severity,expected_channel,note,source
2016-01-29,tet_proximity,domestic_vietnam,low,premium_spike,Tết proximity (Tết 2016: 2016-02-08),
2016-01-30,tet_proximity,domestic_vietnam,medium,premium_spike,Tết proximity (Tết 2016: 2016-02-08),
2016-01-31,tet_proximity,domestic_vietnam,medium,premium_spike,Tết proximity (Tết 2016: 2016-02-08),
2016-02-01,tet_proximity,domestic_vietnam,medium,premium_spike,Tết proximity (Tết 2016: 2016-02-08),
2016-02-02,tet_proximity,domestic_vietnam,medium,premium_spike,Tết proximity (Tết 2016: 2016-02-08),
2016-02-03,tet_proximity,domestic_vietnam,high,premium_spike,Tết proximity (Tết 2016: 2016-02-08),
2016-02-04,tet_proximity,domestic_vietnam,high,premium_spike,Tết proximity (Tết 2016: 2016-02-08),
2016-02-05,tet_proximity,domestic_vietnam,high,premium_spike,Tết proximity (Tết 2016: 2016-02-08),
2016-02-06,tet_proximity,domestic_vietnam,high,premium_spike,Tết proximity (Tết 2016: 2016-02-08),
2016-02-07,tet_proximity,domestic_vietnam,high,premium_spike,Tết proximity (Tết 2016: 2016-02-08),
2016-02-08,tet_proximity,domestic_vietnam,high,premium_spike,Tết proximity (Tết 2016: 2016-02-08),
2016-02-12,than_tai,domestic_vietnam,high,premium_spike,Thần Tài day (ngày vía Thần Tài) - peak gold shopping 2016,
2016-02-23,news_other,global,low,unknown,Tham vọng “Cổng Vàng” - m.nhipcaudautu.vn,google_news_rss:unknown
2016-04-15,wedding_season,domestic_vietnam,medium,premium_spike,Wedding season spring window 2016 (Apr),
2016-04-16,wedding_season,domestic_vietnam,medium,premium_spike,Wedding season spring window 2016 (Apr),
2016-04-17,wedding_season,domestic_vietnam,medium,premium_spike,Wedding season spring window 2016 (Apr),
2016-04-18,wedding_season,domestic_vietnam,medium,premium_spike,Wedding season spring window 2016 (Apr),
2016-04-19,wedding_season,domestic_vietnam,medium,premium_spike,Wedding season spring window 2016 (Apr),
2016-04-20,wedding_season,domestic_vietnam,medium,premium_spike,Wedding season spring window 2016 (Apr),
2016-04-21,wedding_season,domestic_vietnam,medium,premium_spike,Wedding season spring window 2016 (Apr),
2016-04-22,wedding_season,domestic_vietnam,medium,premium_spike,Wedding season spring window 2016 (Apr),
2016-04-23,wedding_season,domestic_vietnam,medium,premium_spike,Wedding season spring window 2016 (Apr),
2016-04-24,wedding_season,domestic_vietnam,medium,premium_spike,Wedding season spring window 2016 (Apr),
2016-04-25,wedding_season,domestic_vietnam,medium,premium_spike,Wedding season spring window 2016 (Apr),
2016-04-26,wedding_season,domestic_vietnam,medium,premium_spike,Wedding season spring window 2016 (Apr),
2016-04-27,wedding_season,domestic_vietnam,medium,premium_spike,Wedding season spring window 2016 (Apr),
2016-04-28,wedding_season,domestic_vietnam,medium,premium_spike,Wedding season spring window 2016 (Apr),
2016-04-29,wedding_season,domestic_vietnam,medium,premium_spike,Wedding season spring window 2016 (Apr),
2016-04-30,wedding_season,domestic_vietnam,medium,premium_spike,Wedding season spring window 2016 (Apr),
2016-05-01,wedding_season,domestic_vietnam,high,premium_spike,Wedding season spring window 2016 (May),
2016-05-02,wedding_season,domestic_vietnam,high,premium_spike,Wedding season spring window 2016 (May),
2016-05-03,wedding_season,domestic_vietnam,high,premium_spike,Wedding season spring window 2016 (May),
2016-05-04,wedding_season,domestic_vietnam,high,premium_spike,Wedding season spring window 2016 (May),
2016-05-05,wedding_season,domestic_vietnam,high,premium_spike,Wedding season spring window 2016 (May),
2016-05-06,wedding_season,domestic_vietnam,high,premium_spike,Wedding season spring window 2016 (May),
2016-05-07,wedding_season,domestic_vietnam,high,premium_spike,Wedding season spring window 2016 (May),
2016-05-08,wedding_season,domestic_vietnam,high,premium_spike,Wedding season spring window 2016 (May),
2016-05-09,wedding_season,domestic_vietnam,high,premium_spike,Wedding season spring window 2016 (May),
2016-05-10,wedding_season,domestic_vietnam,high,premium_spike,Wedding season spring window 2016 (May),
2016-05-11,wedding_season,domestic_vietnam,high,premium_spike,Wedding season spring window 2016 (May),
2016-05-12,wedding_season,domestic_vietnam,high,premium_spike,Wedding season spring window 2016 (May),
2016-05-13,wedding_season,domestic_vietnam,high,premium_spike,Wedding season spring window 2016 (May),
2016-05-14,wedding_season,domestic_vietnam,high,premium_spike,Wedding season spring window 2016 (May),
2016-05-15,wedding_season,domestic_vietnam,high,premium_spike,Wedding season spring window 2016 (May),
2016-05-16,wedding_season,domestic_vietnam,high,premium_spike,Wedding season spring window 2016 (May),
2016-05-17,wedding_season,domestic_vietnam,high,premium_spike,Wedding season spring window 2016 (May),
2016-05-18,wedding_season,domestic_vietnam,high,premium_spike,Wedding season spring window 2016 (May),
2016-05-19,wedding_season,domestic_vietnam,high,premium_spike,Wedding season spring window 2016 (May),
2016-05-20,wedding_season,domestic_vietnam,high,premium_spike,Wedding season spring window 2016 (May),
2016-05-21,wedding_season,domestic_vietnam,high,premium_spike,Wedding season spring window 2016 (May),
2016-05-22,wedding_season,domestic_vietnam,high,premium_spike,Wedding season spring window 2016 (May),
2016-05-23,wedding_season,domestic_vietnam,high,premium_spike,Wedding season spring window 2016 (May),
2016-05-24,wedding_season,domestic_vietnam,high,premium_spike,Wedding season spring window 2016 (May),
2016-05-25,wedding_season,domestic_vietnam,high,premium_spike,Wedding season spring window 2016 (May),
2016-05-26,wedding_season,domestic_vietnam,high,premium_spike,Wedding season spring window 2016 (May),
2016-05-27,wedding_season,domestic_vietnam,high,premium_spike,Wedding season spring window 2016 (May),
2016-05-28,wedding_season,domestic_vietnam,high,premium_spike,Wedding season spring window 2016 (May),
2016-05-29,wedding_season,domestic_vietnam,high,premium_spike,Wedding season spring window 2016 (May),
2016-05-30,wedding_season,domestic_vietnam,high,premium_spike,Wedding season spring window 2016 (May),
2016-05-31,wedding_season,domestic_vietnam,high,premium_spike,Wedding season spring window 2016 (May),
2016-06-24,geopolitical_crisis,global,medium,safe_haven_buy,Brexit vote,
2016-07-24,geopolitical_crisis,global,medium,safe_haven_buy,Brexit vote,
2016-08-06,news_other,global,low,unknown,Huy chương vàng Olympic 2016 chứa bao nhiêu vàng thật? - m.nhipcaudautu.vn,google_news_rss:unknown
2016-08-15,wedding_season,domestic_vietnam,high,premium_spike,Wedding season autumn window 2016 (Aug),
2016-08-16,wedding_season,domestic_vietnam,high,premium_spike,Wedding season autumn window 2016 (Aug),
2016-08-17,wedding_season,domestic_vietnam,high,premium_spike,Wedding season autumn window 2016 (Aug),
2016-08-18,wedding_season,domestic_vietnam,high,premium_spike,Wedding season autumn window 2016 (Aug),
2016-08-19,wedding_season,domestic_vietnam,high,premium_spike,Wedding season autumn window 2016 (Aug),
2016-08-20,wedding_season,domestic_vietnam,high,premium_spike,Wedding season autumn window 2016 (Aug),
2016-08-21,wedding_season,domestic_vietnam,high,premium_spike,Wedding season autumn window 2016 (Aug),
2016-08-22,wedding_season,domestic_vietnam,high,premium_spike,Wedding season autumn window 2016 (Aug),
2016-08-23,wedding_season,domestic_vietnam,high,premium_spike,Wedding season autumn window 2016 (Aug),
2016-08-24,wedding_season,domestic_vietnam,high,premium_spike,Wedding season autumn window 2016 (Aug),
2016-08-24,geopolitical_crisis,global,medium,safe_haven_buy,Brexit vote,
2016-08-25,wedding_season,domestic_vietnam,high,premium_spike,Wedding season autumn window 2016 (Aug),
2016-08-26,wedding_season,domestic_vietnam,high,premium_spike,Wedding season autumn window 2016 (Aug),
2016-08-27,wedding_season,domestic_vietnam,high,premium_spike,Wedding season autumn window 2016 (Aug),
2016-08-28,wedding_season,domestic_vietnam,high,premium_spike,Wedding season autumn window 2016 (Aug),
2016-08-29,wedding_season,domestic_vietnam,high,premium_spike,Wedding season autumn window 2016 (Aug),
2016-08-30,wedding_season,domestic_vietnam,high,premium_spike,Wedding season autumn window 2016 (Aug),
2016-08-31,wedding_season,domestic_vietnam,high,premium_spike,Wedding season autumn window 2016 (Aug),
2016-09-15,wedding_season,domestic_vietnam,high,premium_spike,Wedding season autumn window 2016 (Sep),
2016-09-16,wedding_season,domestic_vietnam,high,premium_spike,Wedding season autumn window 2016 (Sep),
2016-09-17,wedding_season,domestic_vietnam,high,premium_spike,Wedding season autumn window 2016 (Sep),
2016-09-18,wedding_season,domestic_vietnam,high,premium_spike,Wedding season autumn window 2016 (Sep),
2016-09-19,wedding_season,domestic_vietnam,high,premium_spike,Wedding season autumn window 2016 (Sep),
2016-09-20,wedding_season,domestic_vietnam,high,premium_spike,Wedding season autumn window 2016 (Sep),
2016-09-20,news_other,global,low,unknown,Dế vàng BBQ: Snack thế hệ mới - m.nhipcaudautu.vn,google_news_rss:unknown
2016-09-21,wedding_season,domestic_vietnam,high,premium_spike,Wedding season autumn window 2016 (Sep),
2016-09-22,wedding_season,domestic_vietnam,high,premium_spike,Wedding season autumn window 2016 (Sep),
2016-09-23,wedding_season,domestic_vietnam,high,premium_spike,Wedding season autumn window 2016 (Sep),
2016-09-24,wedding_season,domestic_vietnam,high,premium_spike,Wedding season autumn window 2016 (Sep),
2016-09-24,geopolitical_crisis,global,medium,safe_haven_buy,Brexit vote,
2016-09-25,wedding_season,domestic_vietnam,high,premium_spike,Wedding season autumn window 2016 (Sep),
2016-09-26,wedding_season,domestic_vietnam,high,premium_spike,Wedding season autumn window 2016 (Sep),
2016-09-27,wedding_season,domestic_vietnam,high,premium_spike,Wedding season autumn window 2016 (Sep),
2016-09-28,wedding_season,domestic_vietnam,high,premium_spike,Wedding season autumn window 2016 (Sep),
2016-09-29,wedding_season,domestic_vietnam,high,premium_spike,Wedding season autumn window 2016 (Sep),
2016-09-30,wedding_season,domestic_vietnam,high,premium_spike,Wedding season autumn window 2016 (Sep),
2016-10-01,wedding_season,domestic_vietnam,high,premium_spike,Wedding season autumn window 2016 (Oct early),
2016-10-02,wedding_season,domestic_vietnam,high,premium_spike,Wedding season autumn window 2016 (Oct early),
2016-10-03,wedding_season,domestic_vietnam,high,premium_spike,Wedding season autumn window 2016 (Oct early),
2016-10-04,wedding_season,domestic_vietnam,high,premium_spike,Wedding season autumn window 2016 (Oct early),
2016-10-05,wedding_season,domestic_vietnam,high,premium_spike,Wedding season autumn window 2016 (Oct early),
2016-10-24,geopolitical_crisis,global,medium,safe_haven_buy,Brexit vote,
2016-11-01,policy_rate_increase,domestic_vietnam,low,safe_haven_buy,SBV interest rate tightening cycle begins,
2016-11-02,news_other,global,low,unknown,Đốt trấu ra vàng - m.nhipcaudautu.vn,google_news_rss:unknown
2016-11-24,geopolitical_crisis,global,medium,safe_haven_buy,Brexit vote,
2016-12-24,geopolitical_crisis,global,medium,safe_haven_buy,Brexit vote,
2017-01-14,tet_proximity,domestic_vietnam,low,premium_spike,Tết proximity (Tết 2017: 2017-01-28),
2017-01-15,tet_proximity,domestic_vietnam,low,premium_spike,Tết proximity (Tết 2017: 2017-01-28),
2017-01-16,tet_proximity,domestic_vietnam,low,premium_spike,Tết proximity (Tết 2017: 2017-01-28),
2017-01-17,tet_proximity,domestic_vietnam,low,premium_spike,Tết proximity (Tết 2017: 2017-01-28),
2017-01-18,tet_proximity,domestic_vietnam,low,premium_spike,Tết proximity (Tết 2017: 2017-01-28),
2017-01-19,tet_proximity,domestic_vietnam,medium,premium_spike,Tết proximity (Tết 2017: 2017-01-28),
2017-01-20,tet_proximity,domestic_vietnam,medium,premium_spike,Tết proximity (Tết 2017: 2017-01-28),
2017-01-21,tet_proximity,domestic_vietnam,medium,premium_spike,Tết proximity (Tết 2017: 2017-01-28),
2017-01-22,tet_proximity,domestic_vietnam,medium,premium_spike,Tết proximity (Tết 2017: 2017-01-28),
2017-01-23,tet_proximity,domestic_vietnam,high,premium_spike,Tết proximity (Tết 2017: 2017-01-28),
2017-01-24,tet_proximity,domestic_vietnam,high,premium_spike,Tết proximity (Tết 2017: 2017-01-28),
2017-01-25,tet_proximity,domestic_vietnam,high,premium_spike,Tết proximity (Tết 2017: 2017-01-28),
2017-01-26,tet_proximity,domestic_vietnam,high,premium_spike,Tết proximity (Tết 2017: 2017-01-28),
2017-01-27,tet_proximity,domestic_vietnam,high,premium_spike,Tết proximity (Tết 2017: 2017-01-28),
2017-01-28,tet_proximity,domestic_vietnam,high,premium_spike,Tết proximity (Tết 2017: 2017-01-28),
2017-02-01,than_tai,domestic_vietnam,high,premium_spike,Thần Tài day (ngày vía Thần Tài) - peak gold shopping 2017,
2017-04-15,wedding_season,domestic_vietnam,medium,premium_spike,Wedding season spring window 2017 (Apr),
2017-04-16,wedding_season,domestic_vietnam,medium,premium_spike,Wedding season spring window 2017 (Apr),
2017-04-17,wedding_season,domestic_vietnam,medium,premium_spike,Wedding season spring window 2017 (Apr),
2017-04-18,wedding_season,domestic_vietnam,medium,premium_spike,Wedding season spring window 2017 (Apr),
2017-04-19,wedding_season,domestic_vietnam,medium,premium_spike,Wedding season spring window 2017 (Apr),
2017-04-20,wedding_season,domestic_vietnam,medium,premium_spike,Wedding season spring window 2017 (Apr),
2017-04-21,wedding_season,domestic_vietnam,medium,premium_spike,Wedding season spring window 2017 (Apr),
2017-04-22,wedding_season,domestic_vietnam,medium,premium_spike,Wedding season spring window 2017 (Apr),
2017-04-23,wedding_season,domestic_vietnam,medium,premium_spike,Wedding season spring window 2017 (Apr),
2017-04-24,wedding_season,domestic_vietnam,medium,premium_spike,Wedding season spring window 2017 (Apr),
2017-04-25,wedding_season,domestic_vietnam,medium,premium_spike,Wedding season spring window 2017 (Apr),
2017-04-26,wedding_season,domestic_vietnam,medium,premium_spike,Wedding season spring window 2017 (Apr),
2017-04-27,wedding_season,domestic_vietnam,medium,premium_spike,Wedding season spring window 2017 (Apr),
2017-04-28,wedding_season,domestic_vietnam,medium,premium_spike,Wedding season spring window 2017 (Apr),
2017-04-29,wedding_season,domestic_vietnam,medium,premium_spike,Wedding season spring window 2017 (Apr),
2017-04-30,wedding_season,domestic_vietnam,medium,premium_spike,Wedding season spring window 2017 (Apr),
2017-05-01,wedding_season,domestic_vietnam,high,premium_spike,Wedding season spring window 2017 (May),
2017-05-02,wedding_season,domestic_vietnam,high,premium_spike,Wedding season spring window 2017 (May),
2017-05-03,wedding_season,domestic_vietnam,high,premium_spike,Wedding season spring window 2017 (May),
2017-05-04,wedding_season,domestic_vietnam,high,premium_spike,Wedding season spring window 2017 (May),
2017-05-05,wedding_season,domestic_vietnam,high,premium_spike,Wedding season spring window 2017 (May),
2017-05-06,wedding_season,domestic_vietnam,high,premium_spike,Wedding season spring window 2017 (May),
2017-05-07,wedding_season,domestic_vietnam,high,premium_spike,Wedding season spring window 2017 (May),
2017-05-08,wedding_season,domestic_vietnam,high,premium_spike,Wedding season spring window 2017 (May),
2017-05-09,wedding_season,domestic_vietnam,high,premium_spike,Wedding season spring window 2017 (May),
2017-05-10,wedding_season,domestic_vietnam,high,premium_spike,Wedding season spring window 2017 (May),
2017-05-11,wedding_season,domestic_vietnam,high,premium_spike,Wedding season spring window 2017 (May),
2017-05-12,wedding_season,domestic_vietnam,high,premium_spike,Wedding season spring window 2017 (May),
2017-05-13,wedding_season,domestic_vietnam,high,premium_spike,Wedding season spring window 2017 (May),
2017-05-14,wedding_season,domestic_vietnam,high,premium_spike,Wedding season spring window 2017 (May),
2017-05-15,wedding_season,domestic_vietnam,high,premium_spike,Wedding season spring window 2017 (May),
2017-05-16,wedding_season,domestic_vietnam,high,premium_spike,Wedding season spring window 2017 (May),
2017-05-17,wedding_season,domestic_vietnam,high,premium_spike,Wedding season spring window 2017 (May),
2017-05-18,wedding_season,domestic_vietnam,high,premium_spike,Wedding season spring window 2017 (May),
2017-05-19,wedding_season,domestic_vietnam,high,premium_spike,Wedding season spring window 2017 (May),
2017-05-20,wedding_season,domestic_vietnam,high,premium_spike,Wedding season spring window 2017 (May),
2017-05-21,wedding_season,domestic_vietnam,high,premium_spike,Wedding season spring window 2017 (May),
2017-05-22,wedding_season,domestic_vietnam,high,premium_spike,Wedding season spring window 2017 (May),
2017-05-23,wedding_season,domestic_vietnam,high,premium_spike,Wedding season spring window 2017 (May),
2017-05-24,wedding_season,domestic_vietnam,high,premium_spike,Wedding season spring window 2017 (May),
2017-05-25,wedding_season,domestic_vietnam,high,premium_spike,Wedding season spring window 2017 (May),
2017-05-26,wedding_season,domestic_vietnam,high,premium_spike,Wedding season spring window 2017 (May),
2017-05-27,wedding_season,domestic_vietnam,high,premium_spike,Wedding season spring window 2017 (May),
2017-05-28,wedding_season,domestic_vietnam,high,premium_spike,Wedding season spring window 2017 (May),
2017-05-29,wedding_season,domestic_vietnam,high,premium_spike,Wedding season spring window 2017 (May),
2017-05-30,wedding_season,domestic_vietnam,high,premium_spike,Wedding season spring window 2017 (May),
2017-05-31,wedding_season,domestic_vietnam,high,premium_spike,Wedding season spring window 2017 (May),
2017-08-15,wedding_season,domestic_vietnam,high,premium_spike,Wedding season autumn window 2017 (Aug),
2017-08-16,wedding_season,domestic_vietnam,high,premium_spike,Wedding season autumn window 2017 (Aug),
2017-08-17,wedding_season,domestic_vietnam,high,premium_spike,Wedding season autumn window 2017 (Aug),
2017-08-18,wedding_season,domestic_vietnam,high,premium_spike,Wedding season autumn window 2017 (Aug),
2017-08-19,wedding_season,domestic_vietnam,high,premium_spike,Wedding season autumn window 2017 (Aug),
2017-08-20,wedding_season,domestic_vietnam,high,premium_spike,Wedding season autumn window 2017 (Aug),
2017-08-21,wedding_season,domestic_vietnam,high,premium_spike,Wedding season autumn window 2017 (Aug),
2017-08-22,wedding_season,domestic_vietnam,high,premium_spike,Wedding season autumn window 2017 (Aug),
2017-08-23,wedding_season,domestic_vietnam,high,premium_spike,Wedding season autumn window 2017 (Aug),
2017-08-24,wedding_season,domestic_vietnam,high,premium_spike,Wedding season autumn window 2017 (Aug),
2017-08-25,wedding_season,domestic_vietnam,high,premium_spike,Wedding season autumn window 2017 (Aug),
2017-08-26,wedding_season,domestic_vietnam,high,premium_spike,Wedding season autumn window 2017 (Aug),
2017-08-27,wedding_season,domestic_vietnam,high,premium_spike,Wedding season autumn window 2017 (Aug),
2017-08-28,wedding_season,domestic_vietnam,high,premium_spike,Wedding season autumn window 2017 (Aug),
2017-08-29,wedding_season,domestic_vietnam,high,premium_spike,Wedding season autumn window 2017 (Aug),
2017-08-30,wedding_season,domestic_vietnam,high,premium_spike,Wedding season autumn window 2017 (Aug),
2017-08-31,wedding_season,domestic_vietnam,high,premium_spike,Wedding season autumn window 2017 (Aug),
2017-09-15,wedding_season,domestic_vietnam,high,premium_spike,Wedding season autumn window 2017 (Sep),
2017-09-16,wedding_season,domestic_vietnam,high,premium_spike,Wedding season autumn window 2017 (Sep),
2017-09-17,wedding_season,domestic_vietnam,high,premium_spike,Wedding season autumn window 2017 (Sep),
2017-09-18,wedding_season,domestic_vietnam,high,premium_spike,Wedding season autumn window 2017 (Sep),
2017-09-19,wedding_season,domestic_vietnam,high,premium_spike,Wedding season autumn window 2017 (Sep),
2017-09-20,wedding_season,domestic_vietnam,high,premium_spike,Wedding season autumn window 2017 (Sep),
2017-09-21,wedding_season,domestic_vietnam,high,premium_spike,Wedding season autumn window 2017 (Sep),
2017-09-22,wedding_season,domestic_vietnam,high,premium_spike,Wedding season autumn window 2017 (Sep),
2017-09-23,wedding_season,domestic_vietnam,high,premium_spike,Wedding season autumn window 2017 (Sep),
2017-09-24,wedding_season,domestic_vietnam,high,premium_spike,Wedding season autumn window 2017 (Sep),
2017-09-25,wedding_season,domestic_vietnam,high,premium_spike,Wedding season autumn window 2017 (Sep),
2017-09-26,wedding_season,domestic_vietnam,high,premium_spike,Wedding season autumn window 2017 (Sep),
2017-09-27,wedding_season,domestic_vietnam,high,premium_spike,Wedding season autumn window 2017 (Sep),
2017-09-28,wedding_season,domestic_vietnam,high,premium_spike,Wedding season autumn window 2017 (Sep),
2017-09-29,wedding_season,domestic_vietnam,high,premium_spike,Wedding season autumn window 2017 (Sep),
2017-09-30,wedding_season,domestic_vietnam,high,premium_spike,Wedding season autumn window 2017 (Sep),
2017-10-01,wedding_season,domestic_vietnam,high,premium_spike,Wedding season autumn window 2017 (Oct early),
2017-10-02,wedding_season,domestic_vietnam,high,premium_spike,Wedding season autumn window 2017 (Oct early),
2017-10-03,wedding_season,domestic_vietnam,high,premium_spike,Wedding season autumn window 2017 (Oct early),
2017-10-04,wedding_season,domestic_vietnam,high,premium_spike,Wedding season autumn window 2017 (Oct early),
2017-10-05,wedding_season,domestic_vietnam,high,premium_spike,Wedding season autumn window 2017 (Oct early),
2017-12-20,gold_price_move,domestic_vietnam,medium,safe_haven_buy,Triển vọng giá vàng năm 2018 - m.nhipcaudautu.vn,google_news_rss:unknown
2018-02-02,tet_proximity,domestic_vietnam,low,premium_spike,Tết proximity (Tết 2018: 2018-02-16),
2018-02-03,tet_proximity,domestic_vietnam,low,premium_spike,Tết proximity (Tết 2018: 2018-02-16),
2018-02-04,tet_proximity,domestic_vietnam,low,premium_spike,Tết proximity (Tết 2018: 2018-02-16),
2018-02-05,tet_proximity,domestic_vietnam,low,premium_spike,Tết proximity (Tết 2018: 2018-02-16),
2018-02-06,tet_proximity,domestic_vietnam,low,premium_spike,Tết proximity (Tết 2018: 2018-02-16),
2018-02-07,tet_proximity,domestic_vietnam,medium,premium_spike,Tết proximity (Tết 2018: 2018-02-16),
2018-02-08,tet_proximity,domestic_vietnam,medium,premium_spike,Tết proximity (Tết 2018: 2018-02-16),
2018-02-09,tet_proximity,domestic_vietnam,medium,premium_spike,Tết proximity (Tết 2018: 2018-02-16),
2018-02-10,tet_proximity,domestic_vietnam,medium,premium_spike,Tết proximity (Tết 2018: 2018-02-16),
2018-02-11,tet_proximity,domestic_vietnam,high,premium_spike,Tết proximity (Tết 2018: 2018-02-16),
2018-02-12,tet_proximity,domestic_vietnam,high,premium_spike,Tết proximity (Tết 2018: 2018-02-16),
2018-02-13,tet_proximity,domestic_vietnam,high,premium_spike,Tết proximity (Tết 2018: 2018-02-16),
2018-02-14,tet_proximity,domestic_vietnam,high,premium_spike,Tết proximity (Tết 2018: 2018-02-16),
2018-02-15,tet_proximity,domestic_vietnam,high,premium_spike,Tết proximity (Tết 2018: 2018-02-16),
2018-02-16,tet_proximity,domestic_vietnam,high,premium_spike,Tết proximity (Tết 2018: 2018-02-16),
2018-02-20,than_tai,domestic_vietnam,high,premium_spike,Thần Tài day (ngày vía Thần Tài) - peak gold shopping 2018,
2018-04-01,policy_inspection,domestic_vietnam,high,safe_haven_buy,SBV closed major gold trading floors in HCMC/Hanoi - centralized to SJC,
2018-04-15,wedding_season,domestic_vietnam,medium,premium_spike,Wedding season spring window 2018 (Apr),
2018-04-16,wedding_season,domestic_vietnam,medium,premium_spike,Wedding season spring window 2018 (Apr),
2018-04-17,wedding_season,domestic_vietnam,medium,premium_spike,Wedding season spring window 2018 (Apr),
2018-04-18,wedding_season,domestic_vietnam,medium,premium_spike,Wedding season spring window 2018 (Apr),
2018-04-19,wedding_season,domestic_vietnam,medium,premium_spike,Wedding season spring window 2018 (Apr),
2018-04-20,wedding_season,domestic_vietnam,medium,premium_spike,Wedding season spring window 2018 (Apr),
2018-04-21,wedding_season,domestic_vietnam,medium,premium_spike,Wedding season spring window 2018 (Apr),
2018-04-22,wedding_season,domestic_vietnam,medium,premium_spike,Wedding season spring window 2018 (Apr),
2018-04-23,wedding_season,domestic_vietnam,medium,premium_spike,Wedding season spring window 2018 (Apr),
2018-04-24,wedding_season,domestic_vietnam,medium,premium_spike,Wedding season spring window 2018 (Apr),
2018-04-25,wedding_season,domestic_vietnam,medium,premium_spike,Wedding season spring window 2018 (Apr),
2018-04-26,wedding_season,domestic_vietnam,medium,premium_spike,Wedding season spring window 2018 (Apr),
2018-04-27,wedding_season,domestic_vietnam,medium,premium_spike,Wedding season spring window 2018 (Apr),
2018-04-28,wedding_season,domestic_vietnam,medium,premium_spike,Wedding season spring window 2018 (Apr),
2018-04-29,wedding_season,domestic_vietnam,medium,premium_spike,Wedding season spring window 2018 (Apr),
2018-04-30,wedding_season,domestic_vietnam,medium,premium_spike,Wedding season spring window 2018 (Apr),
2018-05-01,wedding_season,domestic_vietnam,high,premium_spike,Wedding season spring window 2018 (May),
2018-05-02,wedding_season,domestic_vietnam,high,premium_spike,Wedding season spring window 2018 (May),
2018-05-03,wedding_season,domestic_vietnam,high,premium_spike,Wedding season spring window 2018 (May),
2018-05-04,wedding_season,domestic_vietnam,high,premium_spike,Wedding season spring window 2018 (May),
2018-05-05,wedding_season,domestic_vietnam,high,premium_spike,Wedding season spring window 2018 (May),
2018-05-06,wedding_season,domestic_vietnam,high,premium_spike,Wedding season spring window 2018 (May),
2018-05-07,wedding_season,domestic_vietnam,high,premium_spike,Wedding season spring window 2018 (May),
2018-05-08,wedding_season,domestic_vietnam,high,premium_spike,Wedding season spring window 2018 (May),
2018-05-09,wedding_season,domestic_vietnam,high,premium_spike,Wedding season spring window 2018 (May),
2018-05-10,wedding_season,domestic_vietnam,high,premium_spike,Wedding season spring window 2018 (May),
2018-05-11,wedding_season,domestic_vietnam,high,premium_spike,Wedding season spring window 2018 (May),
2018-05-12,wedding_season,domestic_vietnam,high,premium_spike,Wedding season spring window 2018 (May),
2018-05-13,wedding_season,domestic_vietnam,high,premium_spike,Wedding season spring window 2018 (May),
2018-05-14,wedding_season,domestic_vietnam,high,premium_spike,Wedding season spring window 2018 (May),
2018-05-15,wedding_season,domestic_vietnam,high,premium_spike,Wedding season spring window 2018 (May),
2018-05-16,wedding_season,domestic_vietnam,high,premium_spike,Wedding season spring window 2018 (May),
2018-05-17,wedding_season,domestic_vietnam,high,premium_spike,Wedding season spring window 2018 (May),
2018-05-18,wedding_season,domestic_vietnam,high,premium_spike,Wedding season spring window 2018 (May),
2018-05-19,wedding_season,domestic_vietnam,high,premium_spike,Wedding season spring window 2018 (May),
2018-05-20,wedding_season,domestic_vietnam,high,premium_spike,Wedding season spring window 2018 (May),
2018-05-21,wedding_season,domestic_vietnam,high,premium_spike,Wedding season spring window 2018 (May),
2018-05-22,wedding_season,domestic_vietnam,high,premium_spike,Wedding season spring window 2018 (May),
2018-05-23,wedding_season,domestic_vietnam,high,premium_spike,Wedding season spring window 2018 (May),
2018-05-24,wedding_season,domestic_vietnam,high,premium_spike,Wedding season spring window 2018 (May),
2018-05-25,wedding_season,domestic_vietnam,high,premium_spike,Wedding season spring window 2018 (May),
2018-05-26,wedding_season,domestic_vietnam,high,premium_spike,Wedding season spring window 2018 (May),
2018-05-27,wedding_season,domestic_vietnam,high,premium_spike,Wedding season spring window 2018 (May),
2018-05-28,wedding_season,domestic_vietnam,high,premium_spike,Wedding season spring window 2018 (May),
2018-05-29,wedding_season,domestic_vietnam,high,premium_spike,Wedding season spring window 2018 (May),
2018-05-30,wedding_season,domestic_vietnam,high,premium_spike,Wedding season spring window 2018 (May),
2018-05-31,wedding_season,domestic_vietnam,high,premium_spike,Wedding season spring window 2018 (May),
2018-06-08,news_other,global,low,unknown,Bí mật cúp vàng World Cup 2018 - m.nhipcaudautu.vn,google_news_rss:unknown
2018-07-01,policy_import,domestic_vietnam,medium,safe_haven_buy,Vietnam tightened gold import quotas - domestic premium widened,
2018-07-03,news_other,global,low,unknown,"“Thẻ vàng” EU: Bộ trưởng Nông nghiệp, Chủ tịch địa phương có biển chịu trách nhiệm - m.nhipcaudautu.vn",google_news_rss:unknown
2018-07-09,news_other,global,low,unknown,Thế giới - Phân tích chuyên sâu tài chính bất động sản Thế giới - m.nhipcaudautu.vn,google_news_rss:unknown
2018-07-28,geopolitical,global,high,safe_haven_buy,Where does Russia keep its massive gold reserves? - baonghean.vn,google_news_rss:unknown
2018-08-10,news_other,global,low,unknown,Cậu bé vàng Piano Nguyễn Việt Trung sẽ về nước biểu diễn - m.nhipcaudautu.vn,google_news_rss:unknown
